"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"MHR","Sacramento, CA","ONT","Ontario, CA",
"MHR","Sacramento, CA","OAK","Oakland, CA",
"MHR","Sacramento, CA","RNO","Reno, NV",
"MHR","Sacramento, CA","RFD","Rockford, IL",
"MHR","Sacramento, CA","SDF","Louisville, KY",
"MHT","Manchester, NH","MDT","Harrisburg, PA",
"MHT","Manchester, NH","PHL","Philadelphia, PA",
"MHT","Manchester, NH","SDF","Louisville, KY",
"MHT","Manchester, NH","ILM","Wilmington, NC",
"MHT","Manchester, NH","CLT","Charlotte, NC",
"MHT","Manchester, NH","PHL","Philadelphia, PA",
"MHT","Manchester, NH","CLT","Charlotte, NC",
"MHT","Manchester, NH","PHL","Philadelphia, PA",
"MHT","Manchester, NH","BWI","Baltimore, MD",
"MHT","Manchester, NH","MDW","Chicago, IL",
"MHT","Manchester, NH","MCO","Orlando, FL",
"MHT","Manchester, NH","TPA","Tampa, FL",
"MHT","Manchester, NH","BWI","Baltimore, MD",
"MHT","Manchester, NH","ORD","Chicago, IL",
"MHT","Manchester, NH","BCT","Boca Raton, FL",
"MHT","Manchester, NH","OAK","Oakland, CA",
"MHT","Manchester, NH","RFD","Rockford, IL",
"MHT","Manchester, NH","PHL","Philadelphia, PA",
"MHT","Manchester, NH","DFW","Dallas/Fort Worth, TX",
"MHT","Manchester, NH","SDF","Louisville, KY",
"MHT","Manchester, NH","SDF","Louisville, KY",
"MHT","Manchester, NH","PHL","Philadelphia, PA",
"MHT","Manchester, NH","MEM","Memphis, TN",
"MHT","Manchester, NH","IND","Indianapolis, IN",
"MHT","Manchester, NH","BDL","Hartford, CT",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","LAX","Los Angeles, CA",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","ANC","Anchorage, AK",
"MIA","Miami, FL","ANC","Anchorage, AK",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","SDF","Louisville, KY",
"MIA","Miami, FL","CLE","Cleveland, OH",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","STL","St. Louis, MO",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","TPA","Tampa, FL",
"MIA","Miami, FL","LAS","Las Vegas, NV",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","CLT","Charlotte, NC",
"MIA","Miami, FL","PHL","Philadelphia, PA",
"MIA","Miami, FL","MSY","New Orleans, LA",
"MIA","Miami, FL","DFW","Dallas/Fort Worth, TX",
"MIA","Miami, FL","BDL","Hartford, CT",
"MIA","Miami, FL","LGA","New York, NY",
"MIA","Miami, FL","ATL","Atlanta, GA",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","PHX","Phoenix, AZ",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","AUS","Austin, TX",
"MIA","Miami, FL","STX","Christiansted, VI",
"MIA","Miami, FL","STT","Charlotte Amalie, VI",
"MIA","Miami, FL","DCA","Washington, DC",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","MCO","Orlando, FL",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","PHL","Philadelphia, PA",
"MIA","Miami, FL","DFW","Dallas/Fort Worth, TX",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","CLT","Charlotte, NC",
"MIA","Miami, FL","EGE","Eagle, CO",
"MIA","Miami, FL","RDU","Raleigh/Durham, NC",
"MIA","Miami, FL","LGA","New York, NY",
"MIA","Miami, FL","ATL","Atlanta, GA",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","AUS","Austin, TX",
"MIA","Miami, FL","MCI","Kansas City, MO",
"MIA","Miami, FL","SAV","Savannah, GA",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","HOU","Houston, TX",
"MIA","Miami, FL","MDW","Chicago, IL",
"MIA","Miami, FL","TPA","Tampa, FL",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","HOU","Houston, TX",
"MIA","Miami, FL","MDW","Chicago, IL",
"MIA","Miami, FL","LAX","Los Angeles, CA",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","ANC","Anchorage, AK",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","MSP","Minneapolis, MN",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","DTW","Detroit, MI",
"MIA","Miami, FL","DTW","Detroit, MI",
"MIA","Miami, FL","MSP","Minneapolis, MN",
"MIA","Miami, FL","ATL","Atlanta, GA",
"MIA","Miami, FL","MSP","Minneapolis, MN",
"MIA","Miami, FL","LGA","New York, NY",
"MIA","Miami, FL","ATL","Atlanta, GA",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","SLC","Salt Lake City, UT",
"MIA","Miami, FL","MSP","Minneapolis, MN",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","RSW","Fort Myers, FL",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","TPA","Tampa, FL",
"MIA","Miami, FL","CLT","Charlotte, NC",
"MIA","Miami, FL","HOU","Houston, TX",
"MIA","Miami, FL","IAD","Washington, DC",
"MIA","Miami, FL","MCO","Orlando, FL",
"MIA","Miami, FL","RDU","Raleigh/Durham, NC",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","RFD","Rockford, IL",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","MIA","Miami, FL",
"MIA","Miami, FL","MEM","Memphis, TN",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","NGU","Norfolk, VA",
"MIA","Miami, FL","VQQ","Jacksonville, FL",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","MSP","Minneapolis, MN",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","YIP","Detroit, MI",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","BUF","Buffalo, NY",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","DEN","Denver, CO",
"MIA","Miami, FL","LAS","Las Vegas, NV",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","SYR","Syracuse, NY",
"MIA","Miami, FL","SEA","Seattle, WA",
"MIA","Miami, FL","CLT","Charlotte, NC",
"MIA","Miami, FL","PHL","Philadelphia, PA",
"MIA","Miami, FL","MSY","New Orleans, LA",
"MIA","Miami, FL","DFW","Dallas/Fort Worth, TX",
"MIA","Miami, FL","BDL","Hartford, CT",
"MIA","Miami, FL","LGA","New York, NY",
"MIA","Miami, FL","LAX","Los Angeles, CA",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","PHX","Phoenix, AZ",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","SFO","San Francisco, CA",
"MIA","Miami, FL","AUS","Austin, TX",
"MIA","Miami, FL","SAV","Savannah, GA",
"MIA","Miami, FL","LGA","New York, NY",
"MIA","Miami, FL","TPA","Tampa, FL",
"MIA","Miami, FL","CLT","Charlotte, NC",
"MIA","Miami, FL","PIT","Pittsburgh, PA",
"MIA","Miami, FL","LGA","New York, NY",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","PHX","Phoenix, AZ",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","STX","Christiansted, VI",
"MIA","Miami, FL","STT","Charlotte Amalie, VI",
"MIA","Miami, FL","DCA","Washington, DC",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","MCO","Orlando, FL",
"MIA","Miami, FL","LAX","Los Angeles, CA",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","CLT","Charlotte, NC",
"MIA","Miami, FL","DFW","Dallas/Fort Worth, TX",
"MIA","Miami, FL","LAX","Los Angeles, CA",
"MIA","Miami, FL","PHX","Phoenix, AZ",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","LAX","Los Angeles, CA",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","DFW","Dallas/Fort Worth, TX",
"MIA","Miami, FL","LAX","Los Angeles, CA",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","MEM","Memphis, TN",
"MIA","Miami, FL","MEM","Memphis, TN",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","OMA","Omaha, NE",
"MIA","Miami, FL","TPA","Tampa, FL",
"MIA","Miami, FL","EYW","Key West, FL",
"MIA","Miami, FL","JAX","Jacksonville, FL",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","MKE","Milwaukee, WI",
"MIA","Miami, FL","CLT","Charlotte, NC",
"MIA","Miami, FL","ORF","Norfolk, VA",
"MIA","Miami, FL","MEM","Memphis, TN",
"MIA","Miami, FL","IND","Indianapolis, IN",
"MIA","Miami, FL","BHM","Birmingham, AL",
"MIA","Miami, FL","RDU","Raleigh/Durham, NC",
"MIA","Miami, FL","PIT","Pittsburgh, PA",
"MIA","Miami, FL","BNA","Nashville, TN",
"MIA","Miami, FL","LGA","New York, NY",
"MIA","Miami, FL","TLH","Tallahassee, FL",
"MIA","Miami, FL","ATL","Atlanta, GA",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","AUS","Austin, TX",
"MIA","Miami, FL","MCI","Kansas City, MO",
"MIA","Miami, FL","SDF","Louisville, KY",
"MIA","Miami, FL","DCA","Washington, DC",
"MIA","Miami, FL","PNS","Pensacola, FL",
"MIA","Miami, FL","MCO","Orlando, FL",
"MIA","Miami, FL","CHS","Charleston, SC",
"MIA","Miami, FL","RIC","Richmond, VA",
"MIA","Miami, FL","ROC","Rochester, NY",
"MIA","Miami, FL","DSM","Des Moines, IA",
"MIA","Miami, FL","GRR","Grand Rapids, MI",
"MIA","Miami, FL","PWM","Portland, ME",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","DEN","Denver, CO",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","PHL","Philadelphia, PA",
"MIA","Miami, FL","ATL","Atlanta, GA",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","CLE","Cleveland, OH",
"MIA","Miami, FL","DTW","Detroit, MI",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","DEN","Denver, CO",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","RDU","Raleigh/Durham, NC",
"MIA","Miami, FL","PHL","Philadelphia, PA",
"MIA","Miami, FL","DFW","Dallas/Fort Worth, TX",
"MIA","Miami, FL","LGA","New York, NY",
"MIA","Miami, FL","ATL","Atlanta, GA",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","ISP","Islip, NY",
"MIA","Miami, FL","MCO","Orlando, FL",
"MIA","Miami, FL","TTN","Trenton, NJ",
"MIA","Miami, FL","CLE","Cleveland, OH",
"MIA","Miami, FL","DTW","Detroit, MI",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","RDU","Raleigh/Durham, NC",
"MIA","Miami, FL","LGA","New York, NY",
"MIA","Miami, FL","ATL","Atlanta, GA",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","ISP","Islip, NY",
"MIA","Miami, FL","MCO","Orlando, FL",
"MIA","Miami, FL","TTN","Trenton, NJ",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","DEN","Denver, CO",
"MIA","Miami, FL","IAD","Washington, DC",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","IAD","Washington, DC",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","DEN","Denver, CO",
"MIA","Miami, FL","IAD","Washington, DC",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","PIT","Pittsburgh, PA",
"MIA","Miami, FL","IAD","Washington, DC",
"MIA","Miami, FL","IAD","Washington, DC",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","PIA","Peoria, IL",
"MIA","Miami, FL","TPA","Tampa, FL",
"MIA","Miami, FL","JAX","Jacksonville, FL",
"MIA","Miami, FL","DFW","Dallas/Fort Worth, TX",
"MIA","Miami, FL","FLL","Fort Lauderdale, FL",
"MIA","Miami, FL","SDF","Louisville, KY",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","GSP","Greer, SC",
"MIA","Miami, FL","PHL","Philadelphia, PA",
"MIA","Miami, FL","FLL","Fort Lauderdale, FL",
"MIA","Miami, FL","CAE","Columbia, SC",
"MIA","Miami, FL","SDF","Louisville, KY",
"MIA","Miami, FL","MCO","Orlando, FL",
"MIA","Miami, FL","PBI","West Palm Beach/Palm Beach, FL",
"MIA","Miami, FL","RIC","Richmond, VA",
"MIA","Miami, FL","MEM","Memphis, TN",
"MIA","Miami, FL","RFD","Rockford, IL",
"MIA","Miami, FL","SDF","Louisville, KY",
"MIA","Miami, FL","PBI","West Palm Beach/Palm Beach, FL",
"MIA","Miami, FL","RIC","Richmond, VA",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","TBN","Fort Leonard Wood, MO",
"MIA","Miami, FL","AZA","Phoenix, AZ",
"MIA","Miami, FL","MKE","Milwaukee, WI",
"MIA","Miami, FL","SAT","San Antonio, TX",
"MIA","Miami, FL","AEX","Alexandria, LA",
"MIA","Miami, FL","BRO","Brownsville, TX",
"MIA","Miami, FL","LRD","Laredo, TX",
"MIA","Miami, FL","BTR","Baton Rouge, LA",
"MIA","Miami, FL","AZA","Phoenix, AZ",
"MIA","Miami, FL","IFP","Bullhead City, AZ",
"MIA","Miami, FL","RDU","Raleigh/Durham, NC",
"MIA","Miami, FL","HOU","Houston, TX",
"MIA","Miami, FL","TLH","Tallahassee, FL",
"MIA","Miami, FL","ALB","Albany, NY",
"MIA","Miami, FL","MIA","Miami, FL",
"MIA","Miami, FL","ONT","Ontario, CA",
"MIA","Miami, FL","AEX","Alexandria, LA",
"MIA","Miami, FL","CSG","Columbus, GA",
"MIA","Miami, FL","AZA","Phoenix, AZ",
"MIA","Miami, FL","FYV","Fayetteville, AR",
"MIA","Miami, FL","TLH","Tallahassee, FL",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","EWR","Newark, NJ",
"MIA","Miami, FL","FLL","Fort Lauderdale, FL",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","LAX","Los Angeles, CA",
"MIA","Miami, FL","AUS","Austin, TX",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","BOS","Boston, MA",
"MIA","Miami, FL","FLL","Fort Lauderdale, FL",
"MIA","Miami, FL","RFD","Rockford, IL",
"MIA","Miami, FL","MEM","Memphis, TN",
"MIA","Miami, FL","IND","Indianapolis, IN",
"MIA","Miami, FL","MEM","Memphis, TN",
"MIA","Miami, FL","MEM","Memphis, TN",
"MIA","Miami, FL","ATL","Atlanta, GA",
"MIA","Miami, FL","MEM","Memphis, TN",
"MIA","Miami, FL","IND","Indianapolis, IN",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","SJU","San Juan, PR",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","IAH","Houston, TX",
"MIA","Miami, FL","TPA","Tampa, FL",
"MIA","Miami, FL","BWI","Baltimore, MD",
"MIA","Miami, FL","ILN","Wilmington, OH",
"MIA","Miami, FL","MIA","Miami, FL",
"MIA","Miami, FL","ORD","Chicago, IL",
"MIA","Miami, FL","STL","St. Louis, MO",
"MIA","Miami, FL","LAX","Los Angeles, CA",
"MIA","Miami, FL","ANC","Anchorage, AK",
"MIA","Miami, FL","JFK","New York, NY",
"MIA","Miami, FL","CVG","Cincinnati, OH",
"MIA","Miami, FL","CMH","Columbus, OH",
"MIA","Miami, FL","GSO","Greensboro/High Point, NC",
"MIA","Miami, FL","DAY","Dayton, OH",
"MIA","Miami, FL","ORF","Norfolk, VA",
"MIA","Miami, FL","PIT","Pittsburgh, PA",
"MIA","Miami, FL","LEX","Lexington, KY",
"MIA","Miami, FL","TLH","Tallahassee, FL",
"MKE","Milwaukee, WI","SDF","Louisville, KY",
"MKE","Milwaukee, WI","ORD","Chicago, IL",
"MKE","Milwaukee, WI","CLT","Charlotte, NC",
"MKE","Milwaukee, WI","CLT","Charlotte, NC",
"MKE","Milwaukee, WI","PHL","Philadelphia, PA",
"MKE","Milwaukee, WI","TPA","Tampa, FL",
"MKE","Milwaukee, WI","DEN","Denver, CO",
"MKE","Milwaukee, WI","LAS","Las Vegas, NV",
"MKE","Milwaukee, WI","BWI","Baltimore, MD",
"MKE","Milwaukee, WI","BNA","Nashville, TN",
"MKE","Milwaukee, WI","PHX","Phoenix, AZ",
"MKE","Milwaukee, WI","MCO","Orlando, FL",
"MKE","Milwaukee, WI","STL","St. Louis, MO",
"MKE","Milwaukee, WI","TPA","Tampa, FL",
"MKE","Milwaukee, WI","DEN","Denver, CO",
"MKE","Milwaukee, WI","LAS","Las Vegas, NV",
"MKE","Milwaukee, WI","BWI","Baltimore, MD",
"MKE","Milwaukee, WI","BNA","Nashville, TN",
"MKE","Milwaukee, WI","FLL","Fort Lauderdale, FL",
"MKE","Milwaukee, WI","PHX","Phoenix, AZ",
"MKE","Milwaukee, WI","MDW","Chicago, IL",
"MKE","Milwaukee, WI","RSW","Fort Myers, FL",
"MKE","Milwaukee, WI","MCO","Orlando, FL",
"MKE","Milwaukee, WI","ORD","Chicago, IL",
"MKE","Milwaukee, WI","IAH","Houston, TX",
"MKE","Milwaukee, WI","TPA","Tampa, FL",
"MKE","Milwaukee, WI","DEN","Denver, CO",
"MKE","Milwaukee, WI","GSP","Greer, SC",
"MKE","Milwaukee, WI","MSP","Minneapolis, MN",
"MKE","Milwaukee, WI","SEA","Seattle, WA",
"MKE","Milwaukee, WI","BNA","Nashville, TN",
"MKE","Milwaukee, WI","RSW","Fort Myers, FL",
"MKE","Milwaukee, WI","PNS","Pensacola, FL",
"MKE","Milwaukee, WI","COS","Colorado Springs, CO",
"MKE","Milwaukee, WI","DTW","Detroit, MI",
"MKE","Milwaukee, WI","MSP","Minneapolis, MN",
"MKE","Milwaukee, WI","ORD","Chicago, IL",
"MKE","Milwaukee, WI","DEN","Denver, CO",
"MKE","Milwaukee, WI","MSP","Minneapolis, MN",
"MKE","Milwaukee, WI","ICT","Wichita, KS",
"MKE","Milwaukee, WI","ORD","Chicago, IL",
"MKE","Milwaukee, WI","FWA","Fort Wayne, IN",
"MKE","Milwaukee, WI","IAH","Houston, TX",
"MKE","Milwaukee, WI","DEN","Denver, CO",
"MKE","Milwaukee, WI","FSM","Fort Smith, AR",
"MKE","Milwaukee, WI","SJT","San Angelo, TX",
"MKE","Milwaukee, WI","DFW","Dallas/Fort Worth, TX",
"MKE","Milwaukee, WI","TLH","Tallahassee, FL",
"MKE","Milwaukee, WI","PHX","Phoenix, AZ",
"MKE","Milwaukee, WI","OKC","Oklahoma City, OK",
"MKE","Milwaukee, WI","LFT","Lafayette, LA",
"MKE","Milwaukee, WI","ATL","Atlanta, GA",
"MKE","Milwaukee, WI","CLE","Cleveland, OH",
"MKE","Milwaukee, WI","ORD","Chicago, IL",
"MKE","Milwaukee, WI","SAT","San Antonio, TX",
"MKE","Milwaukee, WI","EWR","Newark, NJ",
"MKE","Milwaukee, WI","SLC","Salt Lake City, UT",
"MKE","Milwaukee, WI","MSP","Minneapolis, MN",
"MKE","Milwaukee, WI","MEM","Memphis, TN",
"MKE","Milwaukee, WI","IND","Indianapolis, IN",
"MKE","Milwaukee, WI","RDU","Raleigh/Durham, NC",
"MKE","Milwaukee, WI","IAD","Washington, DC",
"MKE","Milwaukee, WI","BOS","Boston, MA",
"MKE","Milwaukee, WI","MDW","Chicago, IL",
"MKE","Milwaukee, WI","CLE","Cleveland, OH",
"MKE","Milwaukee, WI","GPT","Gulfport/Biloxi, MS",
"MKE","Milwaukee, WI","MSP","Minneapolis, MN",
"MKE","Milwaukee, WI","PVD","Providence, RI",
"MKE","Milwaukee, WI","BDL","Hartford, CT",
"MKE","Milwaukee, WI","DBQ","Dubuque, IA",
"MKE","Milwaukee, WI","CVG","Cincinnati, OH",
"MKE","Milwaukee, WI","PHX","Phoenix, AZ",
"MKE","Milwaukee, WI","ORD","Chicago, IL",
"MKE","Milwaukee, WI","ORD","Chicago, IL",
"MKE","Milwaukee, WI","MSP","Minneapolis, MN",
"MKE","Milwaukee, WI","MIA","Miami, FL",
"MKE","Milwaukee, WI","PHL","Philadelphia, PA",
"MKE","Milwaukee, WI","LAS","Las Vegas, NV",
"MKE","Milwaukee, WI","TPA","Tampa, FL",
"MKE","Milwaukee, WI","DEN","Denver, CO",
"MKE","Milwaukee, WI","LAS","Las Vegas, NV",
"MKE","Milwaukee, WI","RSW","Fort Myers, FL",
"MKE","Milwaukee, WI","MCO","Orlando, FL",
"MKE","Milwaukee, WI","TPA","Tampa, FL",
"MKE","Milwaukee, WI","DEN","Denver, CO",
"MKE","Milwaukee, WI","LAS","Las Vegas, NV",
"MKE","Milwaukee, WI","RSW","Fort Myers, FL",
"MKE","Milwaukee, WI","MCO","Orlando, FL",
"MKE","Milwaukee, WI","PHL","Philadelphia, PA",
"MKE","Milwaukee, WI","GSO","Greensboro/High Point, NC",
"MKE","Milwaukee, WI","IFP","Bullhead City, AZ",
"MKE","Milwaukee, WI","MKE","Milwaukee, WI",
"MKE","Milwaukee, WI","GRR","Grand Rapids, MI",
"MKE","Milwaukee, WI","CVG","Cincinnati, OH",
"MKE","Milwaukee, WI","CMI","Champaign/Urbana, IL",
"MKE","Milwaukee, WI","GSO","Greensboro/High Point, NC",
"MKE","Milwaukee, WI","IND","Indianapolis, IN",
"MKE","Milwaukee, WI","PHL","Philadelphia, PA",
"MKE","Milwaukee, WI","MSY","New Orleans, LA",
"MKE","Milwaukee, WI","IAD","Washington, DC",
"MKE","Milwaukee, WI","BDL","Hartford, CT",
"MKE","Milwaukee, WI","EWR","Newark, NJ",
"MKE","Milwaukee, WI","IND","Indianapolis, IN",
"MKE","Milwaukee, WI","RDU","Raleigh/Durham, NC",
"MKE","Milwaukee, WI","PHL","Philadelphia, PA",
"MKE","Milwaukee, WI","ORD","Chicago, IL",
"MKE","Milwaukee, WI","MEM","Memphis, TN",
"MKE","Milwaukee, WI","IND","Indianapolis, IN",
"MKE","Milwaukee, WI","LCK","Columbus, OH",
"MKE","Milwaukee, WI","RHI","Rhinelander, WI",
"MKE","Milwaukee, WI","CMX","Hancock/Houghton, MI",
"MKE","Milwaukee, WI","IMT","Iron Mountain/Kingsfd, MI",
"MKE","Milwaukee, WI","MQT","Marquette, MI",
"MKE","Milwaukee, WI","CWA","Mosinee, WI",
"MKE","Milwaukee, WI","ESC","Escanaba, MI",
"MKE","Milwaukee, WI","IND","Indianapolis, IN",
"MKE","Milwaukee, WI","ATW","Appleton, WI",
"MKE","Milwaukee, WI","MEM","Memphis, TN",
"MKE","Milwaukee, WI","ORD","Chicago, IL",
"MKG","Muskegon, MI","ORD","Chicago, IL",
"MKG","Muskegon, MI","EAU","Eau Claire, WI",
"MKG","Muskegon, MI","CKB","Clarksburg/Fairmont, WV",
"MKG","Muskegon, MI","ORD","Chicago, IL",
"MKK","Hoolehua, HI","HNL","Honolulu, HI",
"MKK","Hoolehua, HI","OGG","Kahului, HI",
"MKK","Hoolehua, HI","LUP","Kalaupapa, HI",
"MKK","Hoolehua, HI","HNL","Honolulu, HI",
"MKL","Jackson, TN","STL","St. Louis, MO",
"MKL","Jackson, TN","ATL","Atlanta, GA",
"MLB","Melbourne, FL","CLT","Charlotte, NC",
"MLB","Melbourne, FL","CLT","Charlotte, NC",
"MLB","Melbourne, FL","PHL","Philadelphia, PA",
"MLB","Melbourne, FL","DFW","Dallas/Fort Worth, TX",
"MLB","Melbourne, FL","ATL","Atlanta, GA",
"MLB","Melbourne, FL","GPT","Gulfport/Biloxi, MS",
"MLB","Melbourne, FL","SFB","Sanford, FL",
"MLB","Melbourne, FL","PBI","West Palm Beach/Palm Beach, FL",
"MLI","Moline, IL","ORD","Chicago, IL",
"MLI","Moline, IL","DFW","Dallas/Fort Worth, TX",
"MLI","Moline, IL","ORD","Chicago, IL",
"MLI","Moline, IL","DEN","Denver, CO",
"MLI","Moline, IL","ORD","Chicago, IL",
"MLI","Moline, IL","ORD","Chicago, IL",
"MLI","Moline, IL","LAS","Las Vegas, NV",
"MLI","Moline, IL","AZA","Phoenix, AZ",
"MLI","Moline, IL","SFB","Sanford, FL",
"MLI","Moline, IL","PGD","Punta Gorda, FL",
"MLI","Moline, IL","AZA","Phoenix, AZ",
"MLI","Moline, IL","SFB","Sanford, FL",
"MLI","Moline, IL","PIE","St. Petersburg, FL",
"MLI","Moline, IL","ATL","Atlanta, GA",
"MLI","Moline, IL","ATL","Atlanta, GA",
"MLI","Moline, IL","ORD","Chicago, IL",
"MLL","Marshall, AK","BET","Bethel, AK",
"MLL","Marshall, AK","PQS","Pilot Station, AK",
"MLL","Marshall, AK","BET","Bethel, AK",
"MLL","Marshall, AK","PQS","Pilot Station, AK",
"MLL","Marshall, AK","BET","Bethel, AK",
"MLL","Marshall, AK","BET","Bethel, AK",
"MLL","Marshall, AK","BET","Bethel, AK",
"MLL","Marshall, AK","KSM","St. Mary's, AK",
"MLL","Marshall, AK","MOU","Mountain Village, AK",
"MLL","Marshall, AK","PQS","Pilot Station, AK",
"MLL","Marshall, AK","RSH","Russian Mission, AK",
"MLL","Marshall, AK","KOT","Kotlik, AK",
"MLL","Marshall, AK","OME","Nome, AK",
"MLL","Marshall, AK","BET","Bethel, AK",
